kode_rs,nama_rs,total_tt,lk_terpakai,pr_terpakai,terpakai,lk_kosong,pr_kosong,kosong,wait_list,tgl_update
8171085,RS Sumber Hidup GPM,60,6,14,20,14,22,40,0,16/Apr/2020 03:15:52
8201010,RS Umum Daerah Tobelo,140,35,40,75,27,32,65,0,01/Mar/2019 04:53:01
8201021,RS Umum Daerah Jailolo,78,14,30,44,0,0,34,0,27/Feb/2018 04:43:36
8202043,RS Umum Daerah Kota Tidore Kepulauan,145,21,25,46,0,9,99,0,30/Aug/2018 06:08:33
8203020,RS Umum Daerah Sanana,78,11,11,22,6,15,56,0,28/Feb/2018 09:39:44
8204010,RS Umum Daerah  Labuha,16,10,0,10,0,6,6,0,28/Feb/2018 07:36:17
8206012,RS Umum Daerah Maba,73,21,52,73,0,6,0,0,25/Feb/2018 05:44:56
8271016,RS Umum Daerah Dr. H. Chasan Boesoirie Ternate,258,45,31,76,62,118,182,0,14/Apr/2020 05:50:09
9101010,RS Umum Daerah Fakfak,116,15,22,37,34,42,79,0,17/Apr/2020 06:57:14
9102033,RS AL dr. Azhar Zahir Manokwari,34,0,0,0,0,0,34,0,08/Dec/2018 04:31:42
9171010,RS Umum Daerah Kabupaten Sorong,189,39,88,127,13,39,62,0,14/Feb/2019 04:16:56
9171032,RS Umum Daerah Sele Be Solu,152,32,31,63,40,49,89,0,16/Apr/2020 01:54:37
9201012,RS Umum Merauke,356,66,83,149,74,92,207,0,02/May/2018 09:59:10
9202012,RS Umum Nabire,212,3,2,5,7,8,207,0,06/Dec/2018 07:51:27
9202013,RS Umum Wamena,171,83,81,164,81,79,7,0,17/Jan/2019 01:38:01
9202023,RS Umum Daerah Paniai,110,20,16,36,29,55,74,0,09/Apr/2018 06:11:38
9204014,RS Umum Daerah Serui,124,35,39,74,20,30,50,0,18/Feb/2019 04:43:20
9205015,RS Umum Biak,215,0,0,0,0,0,215,0,14/Feb/2018 08:38:49
9212011,RS Umum Daerah Kabupaten Mimika,163,41,50,91,26,28,72,0,13/Feb/2018 09:49:55
1905026,RS Pratama Kriopanting Payung,18,1,2,3,6,9,15,0,16/Apr/2020 09:17:16
9220043,RS Umum Daerah Kwaingga Kabupaten Keerom,87,2,4,6,31,50,81,0,19/Apr/2020 06:54:11
9271012,RS Umum Jayapura,360,91,83,174,0,0,186,0,19/Feb/2018 09:14:52
9271023,RS Umum Abepura,153,30,43,73,32,37,80,0,15/Apr/2020 09:57:24
9271034,RS TK IV dr.Aryoko,26,2,3,5,11,10,21,0,17/Apr/2020 02:25:27
9271045,RS Jiwa Abepura,0,0,0,0,0,0,0,0,14/Feb/2018 09:29:54
9271056,RS Dian Harapan,71,7,19,26,0,10,45,0,16/Apr/2020 05:33:48
9271067,RS Bhayangkara Jayapura,157,34,32,66,4,2,91,0,12/Apr/2020 04:40:59
3402075,RS Umum Permata Husada,15,0,0,0,7,7,15,0,15/Feb/2018 10:56:24
9214012,RS Umum Daerah Kabupaten Mappi,77,9,14,23,26,28,54,0,07/Jun/2018 07:26:05
3212053,RS Umum Permata Medical Center,56,0,0,0,0,0,56,0,24/Apr/2018 11:57:57
1277026,RS Umum Inanta,0,0,0,0,0,0,0,0,24/May/2018 11:39:39
7408013,RS Umum Daerah Kab.Konawe Utara,24,6,5,11,6,7,13,0,22/Feb/2018 06:34:24
7502032,RS Umum Daerah Otanaha,86,15,20,35,16,35,51,0,27/Feb/2018 08:10:00
1471091,RS Umum Daerah  Petala Bumi,61,14,26,40,8,13,21,0,13/Apr/2020 04:21:37
5104023,RS Umum Premagana,54,6,26,32,11,9,22,0,18/Apr/2020 03:43:09
7201011,RS Umum Daerah Banggai,99,10,5,15,8,5,84,0,03/Dec/2018 07:38:56
7271127,RS Bhayangkara Palu,90,0,0,0,0,0,90,0,03/Dec/2018 07:33:59
1709038,RS Umum Daerah Bengkulu Tengah,70,4,3,7,28,35,63,0,18/Apr/2020 12:51:29
1805034,RS Umum Daerah Demang Sepulau Raya,134,8,18,26,50,58,108,0,19/Apr/2020 05:43:50
3302121,RS Ibu dan Anak Amanah,21,9,12,21,4,0,0,0,19/Apr/2020 23:04:53
3305114,RS Umum Purwogondo,84,11,29,40,22,31,44,0,13/Apr/2020 06:48:19
3311027,RS Khusus Bedah Karima Utama,100,29,19,48,0,0,52,0,15/Apr/2020 08:05:23
3313042,RS Ibu dan Anak Dian Pertiwi,31,0,5,5,0,26,26,0,19/Feb/2019 05:04:42
3318108,RS Umum Keluarga Sehat,228,46,54,100,60,63,128,0,19/Apr/2020 03:44:41
3328011,RS Umum Daerah dr. Soeselo Slawi Kabupaten Tegal,367,73,95,168,83,116,199,0,18/Apr/2020 06:05:47
3401048,RS Umum Kharisma Paramedika,52,9,8,17,35,35,35,0,18/Apr/2020 22:00:53
3402064,RS Umum Rachma Husada,49,12,9,21,13,16,28,0,16/Apr/2020 08:08:04
3402086,RS Rajawali Citra,54,8,7,15,2,1,39,0,18/Apr/2020 08:46:40
3404045,RS Umum Queen Latifa,20,7,6,13,7,7,7,0,27/Feb/2018 08:27:45
3404081,RS Umum Condong Catur,44,8,0,8,0,0,36,0,19/Apr/2020 21:53:31
3404092,RSU Puri Husada Yogyakarta,1,1,1,2,0,0,-1,0,15/Apr/2020 13:10:02
3404168,RS Umum Daerah Prambanan,131,42,0,42,73,4,89,0,02/Jun/2018 11:02:04
3507085,RS Umum Daerah Lawang,138,36,35,71,25,42,67,0,01/Feb/2018 09:59:52
3515121,RS Umum Anwar Medika,895,243,283,526,17,47,369,519,16/Apr/2020 10:47:13
3578213,RS Umum Daerah Bhakti Dharma Husada,257,20,38,58,78,97,199,0,17/Apr/2020 06:00:01
3674168,RS Umum Daerah Kota Tangerang Selatan,186,32,27,59,0,0,127,0,12/Apr/2020 08:39:01
5102043,RS Umum Bhakti Rahayu Tabanan,35,9,11,20,9,5,15,0,19/Apr/2020 02:59:50
5103032,RS Daerah Mangusada,281,64,91,155,51,65,126,0,09/Apr/2020 02:00:58
5271087,RS Umum Daerah Kota Mataram,239,86,91,177,22,46,62,0,21/Feb/2019 04:39:11
5303013,RS Umum Daerah S. K. Lerik,99,10,13,23,0,0,76,0,02/Apr/2020 06:14:47
5303024,RSUD Rote Ndao Ba'a,59,13,22,35,9,10,24,0,14/Feb/2018 08:34:33
6171067,RS Anton Soedjarwo Pontianak,1,0,0,0,0,0,1,0,11/Feb/2019 06:32:10
6311016,RS Umum Daerah Balangan,130,12,10,22,43,65,108,0,19/Apr/2020 01:00:17
6406012,RS Umum Daerah Kabupaten Malinau,136,13,17,30,2,9,106,0,01/Mar/2018 06:10:52
6471073,RS Bhayangkara Balikpapan,87,44,43,87,44,43,0,0,19/Feb/2018 06:24:20
7174035,RS Umum Daerah Kota Kotamobagu,33,16,14,30,1,2,3,0,23/Feb/2018 05:11:59
7109028,RSU Ratatotok - Buyat,51,13,28,41,4,6,10,13,16/Apr/2020 06:07:46
7106018,RS Umum Daerah Maria Walanda Maramis,105,0,20,20,35,55,85,0,01/Mar/2018 08:16:23
7317075,RS Umum Daerah Batara Guru,120,20,23,43,0,0,77,0,13/Apr/2020 03:36:52
7318010,RS Umum Elim Rantepao,2,0,0,0,0,0,2,0,05/Jan/2019 05:15:07
7371234,RS Khusus Daerah Ibu dan Anak Pertiwi,74,7,33,40,0,0,34,0,01/Mar/2018 09:12:04
7406036,RS Umum Daerah Kabupaten Bombana,83,3,6,9,23,23,74,0,08/Dec/2018 10:50:14
7407012,RS Umum Daerah Kabupaten Wakatobi,61,0,0,0,0,0,61,0,22/Feb/2018 06:16:18
7502021,RS Islam,34,5,6,11,13,10,23,0,14/Apr/2020 05:47:58
7504012,RS Umum Daerah Tombulilato,91,30,9,39,25,29,52,0,17/Apr/2020 03:23:48
8101063,RS Umum Daerah Dr. P. P. Magretti Saumlaki,89,19,38,57,11,26,32,0,29/Jan/2019 02:34:38
8109018,RS Umum Daerah Namrole,53,6,2,8,13,32,45,0,22/Feb/2018 11:52:17
8205021,RS Umum Daerah Weda,50,14,36,50,0,0,0,0,19/Feb/2019 04:26:18
8205032,RS Umum Daerah Kab. Pulau Morotai,67,0,0,0,0,0,67,0,28/Feb/2018 07:37:33
1105067,RS Umum Daerah Sultan Alaiddin Said Maulana Abdul,98,24,22,46,20,24,52,0,04/Mar/2019 07:03:19
1105078,RS Umum Graha Bunda,115,49,27,76,7,18,39,0,26/Feb/2018 03:29:09
6271030,RS Siloam Palangka Raya,38,10,1,11,11,14,27,0,14/Apr/2020 11:01:37
1275232,RS Khusus Bedah Accuplast,5,0,0,0,0,0,5,0,17/Apr/2020 10:56:30
1404025,RS Umum  Efarina,197,14,23,37,84,76,160,0,13/Apr/2020 01:57:59
1471079,RS Umum  Syafira,11,0,0,0,0,0,11,0,18/Apr/2020 12:33:14
1505027,RS Umum Daerah Sungai Bahar,40,4,3,7,13,20,33,0,18/Apr/2020 07:54:41
1571067,RS Umum Mayang Medical Centre,105,22,46,68,17,16,37,0,30/May/2018 07:02:30
1671072,RS Dr. Rivai Abdullah,238,6,6,12,127,25,226,0,01/Apr/2020 06:39:27
1704028,RS Umum Daerah Kaur,122,0,0,0,0,0,122,0,04/Mar/2019 05:33:10
2004012,RS Umum Daerah Dabo Kabupaten Lingga,57,5,4,9,26,22,48,0,07/Feb/2018 10:12:29
3174074,RS Umum Daerah Cengkareng,414,87,146,233,0,0,181,0,19/Apr/2020 23:04:50
3202073,RS Umum Betha Medika,142,0,0,0,0,0,142,0,14/Apr/2020 04:27:55
3212042,RS Umum Bhayangkara Indramayu,52,0,0,0,0,0,52,0,27/Jun/2018 06:54:12
3215045,RS Umum Dewi Sri,91,28,15,43,5,6,48,0,16/Apr/2020 03:00:01
3215156,RS Umum Lira Medika,201,20,30,50,4,10,151,40,06/Feb/2018 11:20:00
3216351,RS Umum Kartika Husada,71,13,28,41,12,18,30,0,17/Apr/2020 07:55:29
3271161,RS Umum Melania,100,12,28,40,19,41,60,0,11/Apr/2020 08:33:40
3272062,RS Umum Kartika Kasih,120,26,45,71,25,24,49,0,18/Apr/2020 02:29:56
3304032,RS Umum Islam Banjarnegara,128,90,0,90,38,0,38,0,03/Jan/2019 15:09:23
8106010,RS Umum Piru,61,272,252,524,11,12,-463,0,03/Feb/2018 06:21:09
7313023,RS Umum Daerah Siwa,76,1,4,5,0,0,71,0,19/Apr/2020 02:56:05
1871048,RS Umum Daerah Dr. A. Dadi Tjokrodipo,123,15,5,20,68,35,103,0,08/Apr/2020 08:39:44
1872042,RS Umum Muhammadiyah Metro,154,36,48,84,30,33,70,0,17/Apr/2020 09:28:52
3201083,RS Umum Daerah Leuwiliang,197,48,47,95,12,9,102,0,12/Jul/2018 12:10:47
3206023,RS Umum Daerah Singaparna Medika Citrautama,252,43,58,101,67,92,151,0,17/Apr/2020 04:40:53
3302074,RS Umum An Ni'mah,72,7,15,22,0,0,50,0,02/Mar/2019 20:56:40
3602045,RS Umum Daerah Malingping,59,16,16,32,12,15,27,0,27/Feb/2018 09:23:57
3671136,RS Umum Hermina Tangerang,175,31,60,91,35,49,84,0,18/Apr/2020 05:11:03
5303045,RS Umum Daerah Naibonat,74,20,21,41,0,0,33,0,23/Feb/2018 01:06:37
6171078,RS Pro Medika Pontianak,60,10,20,30,50,40,30,0,09/Mar/2018 03:57:03
9106013,RS Umum Daerah Scholoo Keyen,67,13,8,21,0,0,46,0,21/Feb/2019 08:44:40
9211010,RS Umum Daerah Mulia,68,16,26,42,14,12,26,0,05/Mar/2019 08:51:15
9227011,RS Umum Daerah Supiori,20,5,3,8,0,0,12,0,13/Feb/2018 10:52:21
3314089,RS Umum Daerah dr. Soeratno Gemolong,158,25,38,63,0,0,95,0,01/Apr/2020 14:01:27
9217013,RS Umum Daerah Oksibil,42,0,0,0,0,0,42,0,09/Mar/2018 04:28:44
1102027,RS Umum Daerah Kota Subulussalam,160,6,23,29,0,0,131,0,06/Apr/2020 09:42:32
3671179,RS Mitra Husada,25,4,15,19,2,4,6,0,18/Apr/2020 06:06:31
1410043,RS Umum Daerah  Kabupaten Kepulauan Meranti,139,11,19,30,45,64,109,0,18/Apr/2020 03:17:56
6171085,RS Bersalin Jeumpa Pontianak,28,11,11,22,17,17,6,0,19/Apr/2020 23:01:01
3313053,RS Umum Jati Husada,5,0,0,0,0,0,5,0,16/Apr/2020 16:29:49
3312021,RS Umum Maguan Husada,89,24,29,53,0,0,36,0,13/Apr/2020 08:48:42
3603146,RS Ibu dan Anak Tiara,2,0,0,0,1,1,2,0,16/Apr/2020 12:19:57
3320089,RS Umum PKU Muhammadiyah Mayong,75,24,33,57,0,0,18,0,03/Mar/2019 06:35:46
3404056,RS Jih,220,190,0,190,0,0,30,0,12/Mar/2020 11:04:31
3328078,RS Umum Adella,51,2,19,21,0,0,30,0,11/Apr/2020 09:56:43
9202014,RS Umum Daerah Dekai,66,17,16,33,18,15,33,0,28/Feb/2018 04:00:35
7316026,RS Umum Hj. Puang Sabbe,51,9,6,15,15,23,36,0,06/Dec/2018 04:02:48
7401024,RS Umum Daerah Kabupaten Buton Utara,34,0,1,1,13,14,33,0,14/Apr/2020 09:19:11
1609011,RS Umum Daerah Martapura,50,8,4,12,15,23,38,0,13/Apr/2020 02:01:03
3404179,RS Umum Mitra Paramedika,47,11,18,29,18,18,18,0,08/Mar/2019 07:48:41
3505024,RS Umum  Aulia Blitar,9,4,3,7,1,1,2,0,06/Feb/2018 09:28:54
1403035,RS Umum Daerah  Tengku Sulung,26,7,12,19,2,5,7,0,27/Feb/2018 01:19:41
7604023,RS Umum Daerah Provinsi Sulawesi Barat,146,6,16,22,61,59,124,0,15/Apr/2020 08:39:16
3504056,RS Umum Era Medika,7,3,1,4,0,0,3,0,24/Dec/2018 09:46:08
3674193,RS Buah Hati Ciputat,70,0,0,0,0,0,70,0,25/Aug/2018 12:18:40
1403024,RS Umum Daerah  Raja Musa,30,4,4,8,6,16,22,0,25/Feb/2019 06:31:54
3276039,RS Umum Bhayangkara Brimob,57,19,19,38,38,38,19,0,19/Apr/2020 23:01:01
3278014,RS Umum Tasik Medika Citratama (TMC),168,66,63,129,9,31,39,0,16/Apr/2020 10:21:19
3328035,RS Umum Daerah Suradadi,83,30,30,60,11,12,23,0,26/Oct/2018 01:31:07
7104038,RS Umum Daerah Talaud,122,22,27,49,31,42,73,0,17/Apr/2020 02:20:33
3603157,RS Umum Daerah Balaraja,168,60,77,137,11,16,31,0,26/Nov/2018 01:01:01
3305023,RS Umum Permata Medika Kebumen,55,37,12,49,25,0,6,0,11/Apr/2020 09:55:57
3303097,RS Umum Daerah Panti Nugroho,63,5,27,32,3,28,31,0,18/Apr/2020 04:37:05
1306056,RS Umum Daerah Padang Pariaman,95,9,13,22,1,0,73,0,02/Apr/2020 09:05:39
7371014,RS Umum Daerah Sayang Rakyat,85,2,3,5,0,11,80,0,19/Feb/2018 05:04:29
7108037,RS Umum Daerah Tagulandang,55,9,13,22,12,11,33,0,12/Mar/2018 06:17:43
1116011,RS Umum Daerah Teuku Umar Kabupaten Aceh Jaya,88,17,26,43,25,21,45,0,08/Mar/2019 05:43:51
3603169,Metro Hospitals Cikupa,136,24,55,79,33,17,57,0,16/Apr/2020 06:11:05
3322034,RS Umum Ken Saras,183,23,32,55,0,0,128,0,19/Apr/2020 22:10:06
3325037,RS Umum Qim,6,0,0,0,0,0,6,0,17/Apr/2020 08:51:18
3524042,RS Umum Daerah Ngimbang,103,39,32,71,29,29,32,0,02/Feb/2018 09:42:35
3275046,RS Umum Mitra Keluarga Bekasi Timur,6,0,0,0,0,0,6,0,16/Apr/2020 15:39:39
3601010,RS Umum Daerah Berkah Pandeglang,220,86,102,188,22,38,32,0,25/Feb/2018 04:46:21
1118012,RS Umum Daerah Pidie Jaya,100,0,0,0,0,0,100,0,27/Feb/2018 08:25:42
3518045,RS Umum Bhayangkara Tk. III Nganjuk,80,21,21,42,58,58,38,0,18/Apr/2020 12:01:17
3507096,RS Umum Wava Husada,247,145,0,145,102,0,102,0,16/Apr/2020 05:42:09
3273145,RS Umum Hermina Arcamanik,192,49,89,138,8,10,54,61,01/Jan/2019 10:00:00
3374091,RS Umum Bhayangkara Semarang,11,0,0,0,0,0,11,0,19/Apr/2020 13:13:57
5206027,RS H. L. Manambai Abdulkadir,163,28,23,51,47,66,112,0,18/Apr/2020 02:48:43
3278082,RS Umum Permata Bunda,53,1,23,24,20,0,29,0,17/Apr/2020 08:12:03
5207002,RS Umum Daerah Asy-Syifa Sumbawa Barat,100,52,48,100,0,0,0,0,28/Feb/2018 05:57:13
3404181,RS Umum At-Turost Al-Islamy,9,4,0,4,0,0,5,0,29/Dec/2018 14:09:15
3321034,RS Umum Pelita Anugerah,107,23,35,58,8,14,49,0,18/Apr/2020 05:07:41
3404182,RS Umum Gramedika 10,26,0,0,0,0,0,26,0,18/Apr/2020 09:17:27
3523053,RS Nahdlatul Ulama Tuban,12,0,0,0,0,0,12,0,17/Apr/2020 09:18:34
3508055,RS Djatiroto,35,2,3,5,4,2,30,0,19/Jul/2018 08:47:23
3578322,RS Paru Surabaya,75,18,18,36,19,20,39,0,01/Mar/2019 08:32:32
3504068,RS Umum Bhayangkara Tulungagung,106,18,16,34,30,40,72,0,17/Apr/2020 09:22:25
3504070,RS Umum Islam  Madinah,63,27,29,56,4,5,7,0,08/Apr/2020 03:38:22
3573097,RS Ibu dan Anak Husada Bunda,25,0,5,5,0,20,20,0,17/Apr/2020 04:57:34
3506060,RS Ibu dan Anak Kasih Bunda,1,0,0,0,0,1,1,0,07/Feb/2019 07:00:51
3518046,RS Islam Aisyiyah Nganjuk,38,0,0,0,12,12,38,0,17/Apr/2020 08:35:56
3576074,RS Kamar Medika,2,0,0,0,0,0,2,0,18/Apr/2020 08:16:12
5171216,RS Bhayangkara Denpasar,4,0,0,0,0,0,4,0,16/Apr/2020 12:22:46
6171136,RS Bersalin Nabasa Pontianak,29,0,0,0,0,7,29,0,09/Mar/2018 07:24:54
1222002,RS Umum Daerah Kota Pinang,110,9,12,21,41,48,89,0,17/Apr/2020 06:45:24
3404183,RS Umum PKU Muhammadiyah Gamping,149,75,33,108,0,13,41,0,01/Apr/2020 09:13:53
3404184,RS Umum Bhayangkara POLDA DIY,67,46,0,46,11,12,21,1,19/Apr/2020 09:42:42
3579003,RS Bhayangkara Hasta Brata Batu,5,0,0,0,0,0,5,0,16/Apr/2020 14:43:29
1571159,RS Islam Arafah,104,8,28,36,1,0,68,0,17/Apr/2020 08:26:17
1371446,RS Umum Citra Bunda Medical Center Padang,89,10,10,20,2,2,69,0,12/Jan/2019 08:18:17
1304014,RS Umum Daerah Kabupaten Sijunjung,101,37,64,101,37,66,0,0,21/Feb/2018 12:36:15
3519024,RS Umum Daerah Dolopo,41,20,15,35,4,2,6,0,01/Feb/2018 11:41:15
1307017,RS Ibu dan Anak Rezki Bunda,38,1,13,14,0,0,24,0,22/Feb/2019 06:43:59
3174509,RS Ibu dan Anak St. Yusuf,20,0,11,11,3,7,9,0,16/Apr/2020 04:08:10
5208002,RS Umum Kab. Lombok Utara,116,12,15,27,0,1,89,0,08/Apr/2020 04:30:38
3216386,RS Amanda Cikarang Selatan,90,12,11,23,18,39,67,0,16/Apr/2020 04:36:51
1406043,RS Umum  Mesra,1,0,0,0,0,0,1,0,16/Apr/2020 16:46:53
3573243,RS Ibu dan Anak Mardi Waloeja Kauman Malang,28,0,0,0,0,0,28,0,14/Apr/2020 06:33:47
3513025,RS Ibu dan Anak Fatimah Kraksaan,27,1,1,2,0,8,25,0,27/Dec/2018 11:53:51
3525088,RS Muhammadiyah Gresik,82,0,0,0,2,2,82,0,14/Apr/2020 09:41:23
3516075,RS Mawaddah Medika,31,8,0,8,0,0,23,0,16/Apr/2020 13:30:03
3573246,RSU Hermina Tangkubanprahu,80,3,14,17,63,0,63,0,19/Apr/2020 23:09:37
2002002,RS Umum Daerah  Kabupaten Bintan,55,7,12,19,0,0,36,0,29/Oct/2018 08:02:49
3571147,RS Umum Ratih,64,12,8,20,13,27,44,0,18/Apr/2020 10:35:41
3522059,RS Bhayangkara Wahyu Tutuko Bojonegoro,14,2,0,2,1,0,12,0,16/Apr/2020 13:25:58
3522060,RS Umum Muhammadiyah Kalitidu,2,0,0,0,0,0,2,0,18/Apr/2020 09:22:55
1376011,RS Umum Ibnu Sina Kota Payakumbuh,89,22,17,39,0,0,50,0,02/Feb/2019 09:43:50
2072002,RS Umum Daerah Provinsi Kepulauan Riau Tanjungpina,214,49,33,82,48,84,132,0,18/Apr/2020 11:16:33
1810003,RSU Surya Asih,82,4,2,6,3,12,76,0,16/Apr/2020 10:02:19
1804012,RS Umum Aka Medika Sribhawono,46,4,5,9,13,24,37,0,02/Sep/2018 06:18:27
3273540,RS Khusus Gigi dan Mulut Kota Bandung,4,0,0,0,2,2,4,0,18/Oct/2018 08:08:22
3512035,RS Ibu dan Anak Fatimah Lamongan,2,0,0,0,0,2,2,0,13/Apr/2020 07:22:03
3403022,RS Umum Pelita Husada,44,0,0,0,14,15,44,0,14/Nov/2017 08:59:10
1471383,RS Umum  Sansani,77,5,14,19,0,0,58,0,04/Apr/2020 20:42:09
1408079,RS Umum  Thursina,43,5,2,7,36,36,36,0,11/Apr/2020 05:08:47
1471384,RS Awal Bros A. Yani,187,0,0,0,0,0,187,0,16/Apr/2020 07:14:55
1471386,RS Ibu dan Anak  Annisa,0,0,0,0,1,2,0,0,06/Apr/2018 01:58:32
1406044,RS Ibu Anak  Husada Bunda,30,0,7,7,0,23,23,0,18/Oct/2018 07:07:34
1404027,RS Umum  Amalia Medika,0,0,0,0,0,0,0,0,06/Nov/2018 12:22:26
1275997,RS Umum Bina Kasih,400,39,54,93,161,146,307,0,18/Apr/2020 01:36:15
6474033,RS Amalia Bontang,2,1,0,1,1,1,1,0,17/Jan/2018 08:03:08
1408080,RS Umum  Permata Hati,81,10,17,27,22,32,54,0,19/Apr/2020 03:12:26
3510103,RS Al Huda,176,42,44,86,37,50,90,0,19/Apr/2020 02:54:46
3515122,RSU Mitra Keluarga Waru,118,22,37,59,33,25,59,0,17/Apr/2020 12:00:42
3509135,RS Bina Sehat Jember,177,83,81,164,8,8,13,0,18/Apr/2020 06:09:54
3329102,RS Umum Daerah Bumiayu,108,52,22,74,16,18,34,0,06/Feb/2018 01:57:40
3208059,RS Umum Daerah Linggajati Kuningan,176,28,17,45,24,34,131,0,18/Apr/2020 18:50:16
3674003,RSIA Permata Sarana Husada,26,4,12,16,0,1,10,0,24/Aug/2017 02:24:32
3573252,RS Ibu dan Anak Mutiara Bunda,25,0,13,13,5,7,12,0,14/Apr/2020 05:04:21
1275999,RS Jiwa Bina Karsa Medan,38,23,9,32,4,2,6,0,18/Apr/2020 11:19:04
3404187,RS Khusus Ibu Anak Sadewa,87,24,15,39,2,45,48,0,06/Mar/2018 08:56:23
1110101,RS Umum Bireuen Medical Center,75,1,1,2,3,3,73,0,04/Jan/2019 08:51:49
1275100,RS Umum Methodis Susanna Wesley,0,0,0,0,0,0,0,0,08/Mar/2018 01:28:20
1276075,RS Umum Bidadari,199,35,34,69,65,65,130,0,18/Apr/2020 05:36:42
3502146,RS Umum Muslimat Ponorogo,78,15,18,33,0,0,45,0,18/Apr/2020 11:53:28
1371457,RS Khusus Mata Padang Eye Center,21,10,9,19,2,1,2,0,12/Jan/2019 11:03:45
3206083,RS Ibu dan Anak dr. Hj. Karmini EH,28,0,4,4,0,24,24,0,19/Apr/2020 12:24:19
3329103,RS Umum Islami Mutiara Bunda,67,0,33,33,2,28,34,0,04/Apr/2018 02:38:10
1671325,RS Hermina Palembang,184,36,0,36,0,0,148,0,18/Apr/2020 11:13:42
1505028,RS Umum Daerah Sungai Gelam,50,0,1,1,9,28,49,0,17/Apr/2020 04:36:52
3674004,RS Permata Pamulang,78,20,26,46,15,17,32,0,17/Apr/2020 11:09:36
3674005,RS Sari Asih Ciputat,153,41,40,81,19,38,72,0,16/Apr/2020 05:07:53
1173003,RS Umum Ummi Langsa,98,3,5,8,47,46,90,0,09/Mar/2018 06:57:47
3217002,RS Umum Daerah Cililin,43,6,10,16,10,10,27,0,17/Apr/2020 04:05:08
3578774,RS Ibu dan Anak Nur Ummi Numbi,3,0,0,0,0,0,3,0,19/Apr/2020 05:01:50
3525089,RS Umum Mabarrot MWC NU,40,8,14,22,8,11,18,0,10/Apr/2020 04:00:06
3215158,RS Umum Fikri Medika,35,7,23,30,0,0,5,0,16/Apr/2020 03:15:22
3171511,RS Umum Siloam Asri,0,0,0,0,0,0,0,0,17/Apr/2020 11:05:52
1209077,RS Umum Daerah Tuan Rondahaim Pematang Raya,85,9,5,14,39,39,71,0,14/Apr/2020 09:43:27
1275887,RS Umum Ibnu Saleh,27,4,2,6,11,12,21,0,08/Mar/2018 12:36:52
7505002,RS Umum Daerah dr. Zainal Umar Sidiki,54,1302,1405,2707,1305,1404,-2653,0,20/Mar/2018 09:58:59
3674007,RS Hermina Ciputat,132,46,59,105,6,17,27,0,17/Apr/2020 05:29:07
8103002,RS Umum Daerah Banda,50,0,2,2,20,28,48,0,19/Apr/2020 11:31:50
6108012,RS Bergerak Badau Kapuas Hulu,10,0,1,1,5,4,9,0,15/Apr/2020 06:58:56
3603175,RS Umum Murni Asih,16,0,0,0,0,0,16,0,14/Jan/2019 07:51:40
1223002,RS Umum Daerah  Aek Kanopan,61,5,5,10,25,23,51,0,08/Mar/2019 12:10:36
9203016,RS TNI Angkatan Darat Marthen Indey Jayapura,136,0,0,0,0,0,136,0,11/Jan/2019 05:21:55
7309044,RS AU dr. Dody Sardjoto,18,6,4,10,4,3,8,0,22/Feb/2018 05:54:35
3671203,RS Awal Bros Kota Tangerang,162,50,66,116,23,18,46,0,17/Apr/2020 06:34:44
6208013,RS Umum Daerah Hanau,60,4,16,20,19,21,40,0,18/Apr/2020 04:59:00
3603178,RS Ibu dan Anak Bunda Sejahtera,1,0,0,0,0,0,1,0,16/Apr/2020 14:59:59
1902011,RS Umum Almah,30,2,1,3,27,27,27,0,21/Dec/2018 01:16:57
3201232,RS Umum Daerah Cileungsi,124,81,81,162,43,43,-38,0,06/Feb/2018 22:02:54
3603180,RS Ciputra,13,0,0,0,0,0,13,0,17/Apr/2020 10:56:54
1275888,RS Umum Martha Friska Multatuli,10,2,4,6,2,2,4,0,08/Mar/2018 12:38:31
7271128,RS Umum  Sis Al Jufri Palu,6,0,0,0,0,0,6,0,12/Apr/2020 11:51:50
6105027,RS Bergerak Balai Karangan,11,0,1,1,5,5,10,0,16/Jan/2019 05:32:11
3375073,RS Umum H. A. Zaky Djunaid,59,23,25,48,4,11,11,0,22/Jan/2018 07:10:19
5103034,RS Khusus Bedah BIMC Nusa Dua,2,0,0,0,0,0,2,0,18/Apr/2020 09:36:12
3205022,RS Umum Daerah Pameungpeuk Prov. Jabar,60,10,18,28,15,18,32,0,05/Dec/2018 05:30:40
3216397,RS Umum Asri Medika,22,3,4,7,7,4,15,0,30/Oct/2018 11:51:24
6171138,RS Umum Daerah Sultan Syarif  Mohammad Alkadri,115,39,42,81,8,18,34,0,06/Dec/2018 04:28:19
1275889,RS Umum Murni Teguh Memorial Hospital,279,113,114,227,15,15,52,0,17/Apr/2020 03:44:27
3204123,RS Ibu dan Anak Humana Prima,44,0,0,0,0,0,44,0,24/Dec/2018 01:19:34
3175408,RS Umum Firdaus,148,0,0,0,0,0,148,0,16/Apr/2020 07:07:59
3313054,RS Umum Indo Sehat Karangayar,41,0,3,3,0,0,38,0,17/Apr/2020 03:08:47
7315016,RS Umum Aisyiyah St. Khadijah,46,0,0,0,0,0,46,0,16/Apr/2020 07:19:11
3471121,RS Paru Respira,24,0,0,0,24,24,24,0,18/Apr/2020 12:43:22
6271068,RS Jiwa Kalawa Atei,52,24,7,31,1,19,21,0,15/Apr/2020 04:34:13
